SR,Calling_Number,Called_Number,Date,Time,Duration_sec,Call_Type,Caller_IMEI,Caller_IMSI,Caller_Operator,Tower_ID,Tower_Location,Tower_Latitude,Tower_Longitude
175,9001338908,7863794026,2024-02-02,03:15:42,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
176,6043321819,8959310341,2024-02-02,03:50:39,508,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
177,7863794026,8192832764,2024-02-02,11:59:30,0,SMS,627048281489325,404208809570154,Airtel,TN-CBE-01,Coimbatore RS Puram,11.0064,76.962
178,8423511615,8959310341,2024-02-02,18:25:59,0,SMS,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
179,7863794026,8940781618,2024-02-03,01:02:49,615,Voice,627048281489325,404208809570154,Airtel,MH-KLH-01,Kolhapur Rajaram Road,16.705,74.2433
180,8423511615,8192832764,2024-02-03,14:36:38,287,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
181,9001338908,8959310341,2024-02-04,02:07:18,3414,Data,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
182,9001338908,8192832764,2024-02-04,02:19:36,932,Data,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
183,7863794026,6043321819,2024-02-04,04:54:58,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
184,6043321819,7164752553,2024-02-04,07:56:35,3133,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
185,6043321819,8940781618,2024-02-04,19:16:48,446,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
186,7863794026,8940781618,2024-02-04,22:01:57,0,SMS,627048281489325,404208809570154,Airtel,RJ-UDR-01,Udaipur Hiran Magri,24.5854,73.7125
187,7863794026,8192832764,2024-02-04,22:40:06,109,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
188,6043321819,8192832764,2024-02-05,18:52:00,3127,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
189,8423511615,8959310341,2024-02-06,02:51:14,0,SMS,039117182278248,404706383465787,Jio,PB-AMR-01,Amritsar Hall Bazar,31.634,74.8723
190,9001338908,7164752553,2024-02-06,05:36:54,576,Voice,532871012269166,404707848018451,Vi,KA-TMK-01,Tumakuru Gandhi Nagar,13.3409,77.101
191,9001338908,8192832764,2024-02-06,07:45:42,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
192,7863794026,8940781618,2024-02-06,08:11:04,708,Voice,627048281489325,404208809570154,Airtel,UP-VNS-01,Varanasi Sigra,25.3176,82.9739
193,9001338908,7164752553,2024-02-06,08:33:25,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
194,8423511615,8959310341,2024-02-06,12:16:20,841,Voice,039117182278248,404706383465787,Jio,DL-NDA-01,Noida Sector 18,28.57,77.3219
195,6043321819,8940781618,2024-02-06,14:51:54,2537,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
196,9001338908,8423511615,2024-02-07,04:32:12,685,Data,532871012269166,404707848018451,Vi,UP-VNS-01,Varanasi Sigra,25.3176,82.9739
197,8423511615,8959310341,2024-02-07,06:25:35,633,Data,039117182278248,404706383465787,Jio,KA-HUB-01,Hubballi Old Town,15.3647,75.124
198,9001338908,8192832764,2024-02-07,11:10:42,251,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
199,8423511615,7164752553,2024-02-07,11:37:43,3305,Data,039117182278248,404706383465787,Jio,UP-ALG-01,Aligarh Ramghat Road,27.8974,78.088
200,8423511615,9001338908,2024-02-08,10:12:11,768,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
201,7863794026,6043321819,2024-02-08,11:32:34,1311,Data,627048281489325,404208809570154,Airtel,KA-TMK-01,Tumakuru Gandhi Nagar,13.3409,77.101
202,9001338908,8423511615,2024-02-08,12:13:10,570,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
203,7863794026,7164752553,2024-02-08,12:16:18,872,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
204,9001338908,8959310341,2024-02-08,15:29:11,670,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
205,7863794026,6043321819,2024-02-08,15:43:57,199,Voice,627048281489325,404208809570154,Airtel,TN-CHN-03,Chennai Velachery,12.9815,80.218
206,8423511615,8192832764,2024-02-08,19:15:31,156,Voice,039117182278248,404706383465787,Jio,UP-LKO-01,Lucknow Hazratganj,26.8467,80.9462
207,7863794026,9001338908,2024-02-08,22:00:32,450,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
208,8423511615,8959310341,2024-02-09,01:39:39,1271,Data,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
209,6043321819,9001338908,2024-02-09,08:22:00,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
210,9001338908,8940781618,2024-02-09,10:13:25,0,SMS,532871012269166,404707848018451,Vi,DL-NDL-02,Delhi Rohini,28.7041,77.1025
211,6043321819,8192832764,2024-02-10,05:43:03,2417,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
212,8423511615,7164752553,2024-02-10,09:19:34,449,Data,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
213,6043321819,7164752553,2024-02-10,10:32:01,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
214,6043321819,8423511615,2024-02-10,18:15:51,3311,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
215,9001338908,7164752553,2024-02-10,18:16:50,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
216,8423511615,7164752553,2024-02-11,09:17:22,502,Data,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
217,8423511615,6043321819,2024-02-11,12:50:40,710,Voice,039117182278248,404706383465787,Jio,TN-MDU-01,Madurai Goripalayam,9.9252,78.1198
218,7863794026,8423511615,2024-02-11,17:42:43,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
219,9001338908,8959310341,2024-02-11,20:59:44,685,Voice,532871012269166,404707848018451,Vi,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
220,9001338908,7863794026,2024-02-12,04:52:08,436,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
221,7863794026,9001338908,2024-02-12,09:36:43,254,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
222,9001338908,8940781618,2024-02-12,12:53:04,2045,Data,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
223,8423511615,9001338908,2024-02-12,13:00:02,2913,Data,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
224,6043321819,7164752553,2024-02-12,14:51:26,557,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
225,7863794026,8940781618,2024-02-12,15:18:06,484,Voice,627048281489325,404208809570154,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
226,6043321819,7863794026,2024-02-12,16:21:18,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
227,9001338908,8940781618,2024-02-12,16:58:38,735,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
228,7863794026,8192832764,2024-02-12,21:26:09,0,SMS,627048281489325,404208809570154,Airtel,RJ-BKN-01,Bikaner Ganga Shahar,28.0229,73.3119
229,6043321819,8192832764,2024-02-12,22:25:10,1300,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
230,6043321819,8940781618,2024-02-13,00:31:41,1796,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
231,7863794026,8940781618,2024-02-13,07:03:32,0,SMS,627048281489325,404208809570154,Airtel,MH-MUM-01,Mumbai Bandra,19.0596,72.8295
232,8423511615,7863794026,2024-02-13,08:31:51,0,SMS,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
233,8423511615,8959310341,2024-02-13,09:53:15,749,Voice,039117182278248,404706383465787,Jio,DL-GGN-01,Gurugram Sector 29,28.4595,77.0266
234,9001338908,8192832764,2024-02-13,13:19:01,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
235,9001338908,7164752553,2024-02-13,13:52:53,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
236,8423511615,9001338908,2024-02-13,14:24:04,0,SMS,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
237,9001338908,7164752553,2024-02-13,20:11:57,428,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
238,8423511615,7164752553,2024-02-13,21:13:01,653,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
239,7863794026,9001338908,2024-02-13,21:14:56,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
240,8423511615,6043321819,2024-02-14,00:34:25,530,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
241,8423511615,6043321819,2024-02-14,03:49:16,327,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
242,7863794026,7164752553,2024-02-14,05:01:47,895,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
243,7863794026,8423511615,2024-02-14,10:10:11,273,Voice,627048281489325,404208809570154,Airtel,RJ-KOT-01,Kota Industrial Area,25.1802,75.8389
244,6043321819,8940781618,2024-02-14,11:18:59,187,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
245,7863794026,7164752553,2024-02-14,13:32:32,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
246,8423511615,8940781618,2024-02-14,14:52:36,687,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
247,8423511615,6043321819,2024-02-14,15:18:18,887,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
248,8423511615,8192832764,2024-02-14,17:48:33,755,Voice,039117182278248,404706383465787,Jio,MH-MUM-01,Mumbai Bandra,19.0596,72.8295
249,7863794026,8192832764,2024-02-14,19:47:32,801,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
250,6043321819,7164752553,2024-02-14,22:11:46,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
251,7863794026,7164752553,2024-02-15,06:26:32,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
252,7863794026,8423511615,2024-02-15,06:57:35,278,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
253,7863794026,9001338908,2024-02-15,11:17:28,149,Voice,627048281489325,404208809570154,Airtel,MH-NGP-01,Nagpur Civil Lines,21.1458,79.0882
254,6043321819,8940781618,2024-02-15,13:46:26,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
255,8423511615,9001338908,2024-02-15,15:12:12,423,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
256,6043321819,7164752553,2024-02-16,07:26:36,365,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
257,8423511615,7863794026,2024-02-16,09:07:20,239,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
258,9001338908,7863794026,2024-02-16,10:14:40,470,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
259,7863794026,8192832764,2024-02-17,09:13:33,600,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
260,9001338908,7164752553,2024-02-17,12:31:17,596,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
261,9001338908,7863794026,2024-02-17,12:56:55,148,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
262,6043321819,7164752553,2024-02-17,17:51:09,595,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
263,6043321819,7863794026,2024-02-18,10:51:24,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
264,8423511615,8940781618,2024-02-18,14:11:04,0,SMS,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
265,7863794026,7164752553,2024-02-18,19:45:27,856,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
266,6043321819,7863794026,2024-02-18,22:09:44,244,Voice,835030564139537,404507242388496,BSNL,KA-BLG-01,Belagavi Tilakwadi,15.8497,74.4977
267,7863794026,9001338908,2024-02-18,23:41:03,766,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
268,6043321819,7164752553,2024-02-19,04:29:17,648,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
269,6043321819,8959310341,2024-02-19,06:10:50,322,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
270,7863794026,8959310341,2024-02-19,09:29:12,129,Voice,627048281489325,404208809570154,Airtel,KA-UDU-01,Udupi MIT Road,13.3409,74.7421
271,7863794026,9001338908,2024-02-19,13:30:44,527,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
272,9001338908,8192832764,2024-02-19,23:23:44,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
273,6043321819,7164752553,2024-02-20,01:27:59,1199,Data,835030564139537,404507242388496,BSNL,TN-MDU-01,Madurai Goripalayam,9.9252,78.1198
274,8423511615,8192832764,2024-02-20,21:10:05,0,SMS,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
275,7863794026,8192832764,2024-02-21,00:27:01,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
276,6043321819,8959310341,2024-02-21,17:23:11,0,SMS,835030564139537,404507242388496,BSNL,UP-VNS-01,Varanasi Sigra,25.3176,82.9739
277,6043321819,8423511615,2024-02-21,22:59:42,3021,Data,835030564139537,404507242388496,BSNL,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
278,6043321819,8940781618,2024-02-22,00:21:36,22,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
279,9001338908,7863794026,2024-02-22,01:52:46,405,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
280,6043321819,9001338908,2024-02-22,04:46:44,523,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
281,8423511615,7164752553,2024-02-22,06:08:41,3069,Data,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
282,8423511615,7164752553,2024-02-22,18:47:06,814,Voice,039117182278248,404706383465787,Jio,KA-HUB-01,Hubballi Old Town,15.3647,75.124
283,6043321819,8192832764,2024-02-23,01:05:43,440,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
284,8423511615,8959310341,2024-02-23,01:06:08,767,Data,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
285,7863794026,9001338908,2024-02-23,09:35:10,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
286,8423511615,8192832764,2024-02-23,11:05:24,2865,Data,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
287,7863794026,8192832764,2024-02-23,13:30:30,1811,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
288,9001338908,7863794026,2024-02-23,14:14:06,165,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
289,9001338908,8959310341,2024-02-23,16:40:16,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
290,9001338908,8959310341,2024-02-23,17:06:10,80,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
291,6043321819,8423511615,2024-02-23,17:30:27,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
292,7863794026,8192832764,2024-02-23,17:41:07,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
293,9001338908,7164752553,2024-02-23,23:13:33,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
294,8423511615,6043321819,2024-02-24,02:50:58,873,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
295,7863794026,9001338908,2024-02-24,04:08:54,1643,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
296,9001338908,8940781618,2024-02-24,04:26:10,235,Voice,532871012269166,404707848018451,Vi,DL-NDL-02,Delhi Rohini,28.7041,77.1025
297,6043321819,8940781618,2024-02-24,06:22:58,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
298,9001338908,7164752553,2024-02-24,12:34:51,0,SMS,532871012269166,404707848018451,Vi,RJ-JPR-01,Jaipur Malviya Nagar,26.8505,75.8
299,8423511615,8940781618,2024-02-24,13:35:48,1172,Data,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
300,8423511615,6043321819,2024-02-24,14:46:39,764,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
301,7863794026,8192832764,2024-02-24,22:03:39,3224,Data,627048281489325,404208809570154,Airtel,PB-LDH-02,Ludhiana Sarabha Nagar,30.8801,75.8245
302,7863794026,7164752553,2024-02-25,01:46:32,624,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
303,8423511615,8940781618,2024-02-25,05:00:09,0,SMS,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
304,8423511615,8192832764,2024-02-25,07:50:45,0,SMS,039117182278248,404706383465787,Jio,DL-NDL-04,Delhi Laxmi Nagar,28.6317,77.2767
305,7863794026,8423511615,2024-02-25,09:44:34,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
306,6043321819,8423511615,2024-02-25,12:45:51,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
307,6043321819,8940781618,2024-02-25,22:45:10,786,Voice,835030564139537,404507242388496,BSNL,RJ-AJM-01,Ajmer Vaishali Nagar,26.4499,74.6399
308,9001338908,8423511615,2024-02-26,15:17:25,54,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
309,9001338908,6043321819,2024-02-26,15:42:28,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
310,6043321819,8423511615,2024-02-26,22:22:17,837,Voice,835030564139537,404507242388496,BSNL,DL-NDL-04,Delhi Laxmi Nagar,28.6317,77.2767
311,7863794026,6043321819,2024-02-26,22:33:45,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
312,8423511615,8959310341,2024-02-27,01:08:28,659,Voice,039117182278248,404706383465787,Jio,KA-HUB-01,Hubballi Old Town,15.3647,75.124
313,6043321819,8423511615,2024-02-27,11:59:20,0,SMS,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
314,8423511615,7164752553,2024-02-27,21:46:22,593,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
315,7863794026,6043321819,2024-02-27,22:54:00,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
316,7863794026,7164752553,2024-02-28,00:01:26,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
317,6043321819,8192832764,2024-02-28,00:56:23,2940,Data,835030564139537,404507242388496,BSNL,MH-NSK-01,Nashik CBS,19.9975,73.7898
318,6043321819,8940781618,2024-02-28,07:03:24,365,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
319,9001338908,8423511615,2024-02-28,11:50:25,0,SMS,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
320,6043321819,8959310341,2024-02-28,18:08:43,0,SMS,835030564139537,404507242388496,BSNL,DL-GZB-01,Ghaziabad Raj Nagar,28.6692,77.4538
321,7863794026,7164752553,2024-02-28,20:34:08,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
322,8423511615,7863794026,2024-02-28,20:41:21,0,SMS,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
323,9001338908,7164752553,2024-02-28,20:49:21,0,SMS,532871012269166,404707848018451,Vi,MH-NGP-01,Nagpur Civil Lines,21.1458,79.0882
324,9001338908,8959310341,2024-02-28,21:37:15,325,Voice,532871012269166,404707848018451,Vi,DL-NDL-03,Delhi Dwarka,28.5921,77.046
325,7863794026,8940781618,2024-02-29,05:34:53,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
326,9001338908,8192832764,2024-02-29,06:47:25,775,Voice,532871012269166,404707848018451,Vi,RJ-JDH-01,Jodhpur Shastri Nagar,26.2389,73.0243
327,9001338908,7863794026,2024-02-29,07:37:37,1720,Data,532871012269166,404707848018451,Vi,RJ-BKN-01,Bikaner Ganga Shahar,28.0229,73.3119
328,7863794026,7164752553,2024-02-29,08:27:06,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
329,8423511615,8940781618,2024-02-29,09:18:44,2226,Data,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
330,7863794026,8192832764,2024-02-29,11:35:00,2127,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
331,7863794026,8940781618,2024-02-29,15:43:17,0,SMS,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
332,6043321819,7164752553,2024-02-29,16:52:29,251,Voice,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
333,9001338908,8940781618,2024-02-29,19:10:47,0,SMS,532871012269166,404707848018451,Vi,RJ-UDR-01,Udaipur Hiran Magri,24.5854,73.7125
334,9001338908,7164752553,2024-02-29,19:33:40,1872,Data,532871012269166,404707848018451,Vi,UP-AGR-01,Agra Sanjay Place,27.1767,78.0081
335,7863794026,7164752553,2024-02-29,20:33:00,3511,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
336,7863794026,8959310341,2024-03-01,12:17:58,1688,Data,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
337,6043321819,8423511615,2024-03-01,17:33:20,275,Voice,835030564139537,404507242388496,BSNL,MH-MUM-01,Mumbai Bandra,19.0596,72.8295
338,8423511615,7164752553,2024-03-02,03:26:52,195,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
339,7863794026,6043321819,2024-03-02,13:36:48,807,Voice,627048281489325,404208809570154,Airtel,RJ-KOT-01,Kota Industrial Area,25.1802,75.8389
340,6043321819,8192832764,2024-03-02,15:17:08,2916,Data,835030564139537,404507242388496,BSNL,PB-JLN-01,Jalandhar Civil Lines,31.326,75.5762
341,9001338908,8192832764,2024-03-02,16:49:34,0,SMS,532871012269166,404707848018451,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
342,8423511615,8959310341,2024-03-02,17:01:14,0,SMS,039117182278248,404706383465787,Jio,RJ-JPR-02,Jaipur Vaishali Nagar,26.9124,75.7318
343,7863794026,8423511615,2024-03-02,19:25:37,640,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
344,8423511615,6043321819,2024-03-02,19:43:50,724,Voice,039117182278248,404706383465787,Jio,PB-BHT-01,Bathinda Thermal Plant Road,30.211,74.9455
345,7863794026,9001338908,2024-03-03,00:18:18,381,Voice,627048281489325,404208809570154,Airtel,UP-KNP-01,Kanpur Swaroop Nagar,26.4499,80.3319
346,8423511615,8940781618,2024-03-03,02:04:17,81,Voice,039117182278248,404706383465787,Jio,DL-GZB-01,Ghaziabad Raj Nagar,28.6692,77.4538
347,7863794026,6043321819,2024-03-03,06:03:19,0,SMS,627048281489325,404208809570154,Airtel,PB-LDH-02,Ludhiana Sarabha Nagar,30.8801,75.8245
348,9001338908,8959310341,2024-03-03,08:45:26,465,Voice,532871012269166,404707848018451,Vi,PB-PTL-01,Patiala Leela Bhawan,30.3398,76.3869
