SR,Calling_Number,Called_Number,Date,Time,Duration_sec,Call_Type,Caller_IMEI,Caller_IMSI,Caller_Operator,Tower_ID,Tower_Location,Tower_Latitude,Tower_Longitude
177,9270943934,6105385779,2024-09-14,15:32:15,699,Voice,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
178,9270943934,7416618862,2024-09-16,00:34:46,116,Voice,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
179,7951412931,6347167962,2024-09-16,02:16:38,0,SMS,691211069254519,404705111757692,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
180,6347167962,6362282240,2024-09-17,11:51:12,2278,Data,196957950750466,404709617954646,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
181,7390191020,6219017283,2024-09-18,14:09:03,266,Voice,329613360780440,404308921062712,BSNL,KA-HUB-01,Hubballi Old Town,15.3647,75.124
182,6347167962,8880249092,2024-09-18,14:14:36,0,SMS,196957950750466,404709617954646,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
183,6347167962,7951412931,2024-09-18,17:57:07,579,Voice,196957950750466,404709617954646,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
184,6362282240,6347167962,2024-09-19,09:21:31,0,SMS,768615853100468,404207798954381,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
185,6219017283,7390191020,2024-09-19,22:29:59,0,SMS,110577301591254,404300369996181,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
186,7951412931,9713477023,2024-09-21,14:07:41,158,Voice,691211069254519,404705111757692,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
187,6362282240,7951412931,2024-09-21,15:58:52,116,Voice,768615853100468,404207798954381,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
188,7951412931,6347167962,2024-09-23,04:06:43,102,Voice,691211069254519,404705111757692,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
189,7390191020,7416618862,2024-09-23,11:53:44,1135,Data,329613360780440,404308921062712,BSNL,KA-HUB-01,Hubballi Old Town,15.3647,75.124
190,7951412931,7416618862,2024-09-23,18:46:51,148,Voice,691211069254519,404705111757692,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
191,7390191020,8296683265,2024-09-23,21:56:39,117,Data,329613360780440,404308921062712,BSNL,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
192,7951412931,7390191020,2024-09-25,01:42:04,872,Voice,691211069254519,404705111757692,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
193,6347167962,9270943934,2024-09-25,04:44:30,865,Voice,196957950750466,404709617954646,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
194,7951412931,6219017283,2024-09-25,15:09:18,683,Voice,691211069254519,404705111757692,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
195,6347167962,8880249092,2024-09-25,16:58:04,2193,Data,196957950750466,404709617954646,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
196,7951412931,9713477023,2024-09-25,22:50:44,2277,Data,691211069254519,404705111757692,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
197,7951412931,9270943934,2024-09-26,18:05:25,771,Voice,691211069254519,404705111757692,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
198,6219017283,6347167962,2024-09-27,23:47:51,0,SMS,110577301591254,404300369996181,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
199,7951412931,9713477023,2024-09-28,14:08:42,0,SMS,691211069254519,404705111757692,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
200,6362282240,6105385779,2024-09-28,14:39:37,1814,Data,768615853100468,404207798954381,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
